UACE,NAME,POP,HOUSING,AREALAND,AREALANDSQMI,AREAWATER,AREAWATERSQMI,POPDEN,
74395,"Richfield, UT"," 8,393 "," 3,020 "," 12,281,703 ", 4.74 ,0.00,0.00," 1,769.93 ",
74557,"Richland Center, WI"," 4,924 "," 2,452 "," 7,320,556 ", 2.83 ," 218,772 ", 0.08 ," 1,742.09 ",
74584,"Richlands, VA"," 8,746 "," 4,547 "," 21,463,060 ", 8.29 ," 273,397 ", 0.11 ," 1,055.40 ",
74638,"Richmond, IN--OH"," 43,130 "," 20,795 "," 64,574,102 ", 24.93 ," 472,957 ", 0.18 ," 1,729.89 ",
74665,"Richmond, KY"," 42,999 "," 19,014 "," 61,235,224 ", 23.64 ," 310,527 ", 0.12 ," 1,818.67 ",
74692,"Richmond, MI"," 6,034 "," 2,628 "," 7,657,553 ", 2.96 ," 90,906 ", 0.04 ," 2,040.86 ",
74719,"Richmond, MO"," 5,857 "," 2,738 "," 11,397,452 ", 4.40 ," 32,998 ", 0.01 ," 1,330.96 ",
74746,"Richmond, VA"," 1,059,150 "," 447,842 "," 1,326,968,174 ", 512.35 ," 27,170,510 ", 10.49 ," 2,067.26 ",
74827,"Ridgecrest, CA"," 29,307 "," 13,017 "," 37,046,348 ", 14.30 ," 1,077 ", 0.00 ," 2,048.91 ",
74837,"Ridgefield, CT"," 25,683 "," 10,075 "," 74,591,328 ", 28.80 ," 1,304,823 ", 0.50 , 891.77 ,
74840,"Ridgefield, WA"," 10,356 "," 3,714 "," 16,694,471 ", 6.45 ," 27,675 ", 0.01 ," 1,606.63 ",
74908,"Ridgway, PA"," 4,259 "," 2,132 "," 6,495,687 ", 2.51 ," 98,944 ", 0.04 ," 1,698.17 ",
74935,"Rifle, CO"," 11,469 "," 4,082 "," 10,356,978 ", 4.00 ,0.00,0.00," 2,868.07 ",
74962,"Rigby, ID"," 10,283 "," 3,361 "," 19,727,352 ", 7.62 ," 57,802 ", 0.02 ," 1,350.05 ",
74989,"Rincon, GA"," 14,113 "," 5,514 "," 22,781,307 ", 8.80 ," 14,197 ", 0.01 ," 1,604.50 ",
75072,"Rio Grande City--Roma, TX"," 47,070 "," 16,204 "," 50,484,921 ", 19.49 ," 356,185 ", 0.14 ," 2,414.80 ",
75092,"Rio Verde, AZ"," 2,765 "," 2,088 "," 7,922,293 ", 3.06 ," 14,833 ", 0.01 , 903.94 ,
75097,"Rio Vista, CA"," 9,942 "," 5,187 "," 9,346,684 ", 3.61 ," 67,292 ", 0.03 ," 2,754.95 ",
75151,"Ripley, TN"," 6,922 "," 3,154 "," 19,321,604 ", 7.46 ," 22,153 ", 0.01 , 927.87 ,
75198,"Ripon, CA"," 15,829 "," 5,596 "," 10,906,620 ", 4.21 ," 5,479 ", 0.00 ," 3,758.90 ",
75205,"Ripon, WI"," 8,059 "," 3,581 "," 11,112,566 ", 4.29 ," 132,997 ", 0.05 ," 1,878.30 ",
75232,"Rising Sun, MD"," 5,788 "," 2,301 "," 13,414,016 ", 5.18 ," 154,880 ", 0.06 ," 1,117.55 ",
75286,"River Falls, WI"," 16,344 "," 6,005 "," 16,383,858 ", 6.33 ," 203,328 ", 0.08 ," 2,583.69 ",
75313,"Riverhead--Southold, NY"," 51,120 "," 26,502 "," 136,742,191 ", 52.80 ," 6,069,855 ", 2.34 , 968.25 ,
75340,"Riverside--San Bernardino, CA"," 2,276,703 "," 683,675 "," 1,576,174,299 ", 608.56 ," 6,671,665 ", 2.58 ," 3,741.10 ",
75367,"Riverton, WY"," 11,234 "," 5,079 "," 17,852,509 ", 6.89 ," 20,785 ", 0.01 ," 1,629.79 ",
75421,"Roanoke, VA"," 217,312 "," 100,135 "," 325,042,587 ", 125.50 ," 2,047,241 ", 0.79 ," 1,731.57 ",
75448,"Roanoke Rapids, NC"," 23,400 "," 11,171 "," 40,956,545 ", 15.81 ," 87,583 ", 0.03 ," 1,479.76 ",
75475,"Roaring Spring, PA"," 6,239 "," 2,929 "," 14,524,581 ", 5.61 ,0.00,0.00," 1,112.52 ",
75502,"Robertsdale, AL"," 7,429 "," 3,003 "," 15,229,695 ", 5.88 ," 14,294 ", 0.01 ," 1,263.39 ",
75529,"Robinson, IL"," 6,134 "," 3,202 "," 11,667,402 ", 4.50 ," 29,100 ", 0.01 ," 1,361.66 ",
75556,"Robstown, TX"," 10,775 "," 4,198 "," 9,491,863 ", 3.66 ,0.00,0.00," 2,940.11 ",
75583,"Rochelle, IL"," 11,013 "," 4,767 "," 24,779,625 ", 9.57 ," 49,946 ", 0.02 ," 1,151.09 ",
75610,"Rochester, IN"," 7,333 "," 3,706 "," 13,175,227 ", 5.09 ," 2,891,414 ", 1.12 ," 1,441.52 ",
75637,"Rochester, MN"," 121,587 "," 53,319 "," 133,621,364 ", 51.59 ," 657,765 ", 0.25 ," 2,356.73 ",
75664,"Rochester, NY"," 704,327 "," 314,417 "," 755,834,267 ", 291.83 ," 15,847,083 ", 6.12 ," 2,413.49 ",
75679,"Rockaway Beach, OR"," 1,761 "," 2,552 "," 5,320,996 ", 2.05 ," 23,095 ", 0.01 , 857.16 ,
75691,"Rockdale, TX"," 5,464 "," 2,537 "," 8,550,770 ", 3.30 ,0.00,0.00," 1,655.02 ",
75718,"Rockford, IL"," 276,443 "," 119,742 "," 346,575,428 ", 133.81 ," 5,432,789 ", 2.10 ," 2,065.88 ",
75745,"Rock Hill, SC"," 218,443 "," 89,706 "," 375,936,502 ", 145.15 ," 6,953,518 ", 2.68 ," 1,504.95 ",
75772,"Rockingham, NC"," 23,833 "," 11,098 "," 59,902,877 ", 23.13 ," 126,876 ", 0.05 ," 1,030.45 ",
75799,"Rockland, ME"," 9,868 "," 5,764 "," 34,253,504 ", 13.23 ," 304,429 ", 0.12 , 746.14 ,
75826,"Rockmart, GA"," 7,743 "," 3,265 "," 21,061,016 ", 8.13 ," 317,922 ", 0.12 , 952.20 ,
75853,"Rockport, TX"," 16,217 "," 10,898 "," 49,427,181 ", 19.08 ," 1,561,027 ", 0.60 , 849.77 ,
75880,"Rock Springs, WY"," 25,853 "," 11,777 "," 35,364,968 ", 13.65 ,0.00,0.00," 1,893.37 ",
75988,"Rocky Mount, NC"," 63,297 "," 30,235 "," 116,432,128 ", 44.95 ," 200,938 ", 0.08 ," 1,408.02 ",
76015,"Rocky Mount, VA"," 5,411 "," 2,585 "," 17,498,784 ", 6.76 ," 29,033 ", 0.01 , 800.88 ,
76069,"Rogersville, TN"," 6,154 "," 2,972 "," 15,832,923 ", 6.11 ,0.00,0.00," 1,006.69 ",
76123,"Rolla, MO"," 20,610 "," 9,555 "," 29,966,746 ", 11.57 ," 43,306 ", 0.02 ," 1,781.30 ",
76204,"Rome, GA"," 60,403 "," 24,813 "," 116,271,186 ", 44.89 ," 2,587,480 ", 1.00 ," 1,345.50 ",
76231,"Rome, NY"," 29,222 "," 14,264 "," 44,872,844 ", 17.33 ," 63,129 ", 0.02 ," 1,686.65 ",
76258,"Roosevelt, UT"," 6,316 "," 2,361 "," 8,644,779 ", 3.34 ,0.00,0.00," 1,892.28 ",
76285,"Rosamond, CA"," 17,538 "," 6,395 "," 14,540,089 ", 5.61 ," 33,333 ", 0.01 ," 3,124.00 ",
76339,"Roseburg, OR"," 43,484 "," 19,020 "," 53,236,303 ", 20.55 ," 1,465,424 ", 0.57 ," 2,115.53 ",
76447,"Roswell, NM"," 48,831 "," 20,562 "," 65,075,175 ", 25.13 ," 143,362 ", 0.06 ," 1,943.47 ",
76474,"Round Lake Beach--McHenry--Grayslake, IL--WI"," 261,835 "," 104,091 "," 330,515,051 ", 127.61 ," 25,672,566 ", 9.91 ," 2,051.80 ",
76501,"Roxboro, NC"," 9,500 "," 4,590 "," 20,973,653 ", 8.10 ," 12,344 ", 0.00 ," 1,173.13 ",
76528,"Roxborough Park, CO"," 9,090 "," 3,299 "," 9,914,675 ", 3.83 ,0.00,0.00," 2,374.56 ",
76555,"Royse City, TX"," 13,922 "," 4,799 "," 15,887,851 ", 6.13 ," 75,670 ", 0.03 ," 2,269.52 ",
76636,"Ruidoso, NM"," 11,042 "," 11,251 "," 43,729,529 ", 16.88 ,0.00,0.00, 653.99 ,
76690,"Rumford, ME"," 5,585 "," 3,064 "," 8,086,950 ", 3.12 ," 245,874 ", 0.09 ," 1,788.69 ",
76717,"Running Springs, CA"," 5,313 "," 3,710 "," 9,435,419 ", 3.64 ," 23,184 ", 0.01 ," 1,458.40 ",
76744,"Rupert, ID"," 6,534 "," 2,532 "," 7,150,532 ", 2.76 ," 26,291 ", 0.01 ," 2,366.67 ",
76798,"Rushville, IN"," 6,469 "," 3,009 "," 7,478,078 ", 2.89 ,0.00,0.00," 2,240.50 ",
76852,"Russell, KS"," 4,066 "," 2,130 "," 5,903,534 ", 2.28 ,0.00,0.00," 1,783.83 ",
76879,"Russells Point, OH"," 6,451 "," 6,341 "," 16,178,311 ", 6.25 ," 99,691 ", 0.04 ," 1,032.74 ",
76906,"Russellville, AL"," 9,939 "," 3,847 "," 17,999,410 ", 6.95 ," 34,674 ", 0.01 ," 1,430.15 ",
76933,"Russellville, AR"," 31,870 "," 13,319 "," 50,396,693 ", 19.46 ," 10,932 ", 0.00 ," 1,637.86 ",
76960,"Russellville, KY"," 6,641 "," 3,252 "," 17,371,567 ", 6.71 ," 35,488 ", 0.01 , 990.13 ,
76987,"Ruston, LA"," 28,839 "," 11,814 "," 63,306,519 ", 24.44 ," 143,866 ", 0.06 ," 1,179.86 ",
77014,"Rutland, VT"," 19,550 "," 10,162 "," 35,557,929 ", 13.73 ," 367,752 ", 0.14 ," 1,423.99 ",
77068,"Sacramento, CA"," 1,946,618 "," 726,246 "," 1,211,031,346 ", 467.58 ," 13,333,435 ", 5.15 ," 4,163.16 ",
77095,"Safford, AZ"," 18,331 "," 7,461 "," 27,077,817 ", 10.45 ," 7,239 ", 0.00 ," 1,753.36 ",
77149,"Saginaw, MI"," 116,058 "," 54,759 "," 170,238,304 ", 65.73 ," 3,242,027 ", 1.25 ," 1,765.69 ",
77158,"Sahuarita, AZ"," 17,276 "," 5,718 "," 12,404,696 ", 4.79 ,0.00,0.00," 3,607.07 ",
77176,"St. Albans, VT"," 11,368 "," 5,232 "," 20,634,347 ", 7.97 ," 12,608 ", 0.00 ," 1,426.89 ",
77230,"St. Augustine, FL"," 91,786 "," 48,906 "," 149,639,844 ", 57.78 ," 9,012,339 ", 3.48 ," 1,588.65 ",
77311,"St. Clair, MO"," 6,303 "," 2,735 "," 10,146,074 ", 3.92 ," 329,722 ", 0.13 ," 1,608.97 ",
77338,"St. Cloud, MN"," 117,638 "," 48,944 "," 139,781,775 ", 53.97 ," 4,367,553 ", 1.69 ," 2,179.69 ",
77365,"Ste. Genevieve, MO"," 4,988 "," 2,097 "," 8,125,643 ", 3.14 ," 5,378 ", 0.00 ," 1,589.89 ",
77392,"St. Francis, MN"," 6,157 "," 2,294 "," 10,135,954 ", 3.91 ," 168,653 ", 0.07 ," 1,573.27 ",
77446,"St. George, UT"," 134,109 "," 55,868 "," 158,058,286 ", 61.03 ," 21,969 ", 0.01 ," 2,197.55 ",
77473,"St. Helen, MI"," 2,522 "," 2,342 "," 9,038,323 ", 3.49 ," 40,658 ", 0.02 , 722.69 ,
77500,"St. Helena, CA"," 6,086 "," 3,050 "," 11,647,885 ", 4.50 ," 120,265 ", 0.05 ," 1,353.26 ",
77527,"St. Helens, OR"," 19,112 "," 7,794 "," 24,547,839 ", 9.48 ," 222,774 ", 0.09 ," 2,016.46 ",
77554,"St. Ignace, MI"," 3,457 "," 2,336 "," 14,750,707 ", 5.70 ," 77,944 ", 0.03 , 606.99 ,
77618,"St. James, NC"," 7,029 "," 4,434 "," 23,235,391 ", 8.97 ," 13,259 ", 0.01 , 783.50 ,
77625,"St. James City, FL"," 2,055 "," 2,000 "," 5,037,962 ", 1.95 ," 1,015,263 ", 0.39 ," 1,056.46 ",
77662,"St. Johns, MI"," 8,370 "," 3,827 "," 12,682,997 ", 4.90 ," 47,063 ", 0.02 ," 1,709.23 ",
77689,"St. Johnsbury, VT"," 4,883 "," 2,472 "," 8,328,523 ", 3.22 ," 225,342 ", 0.09 ," 1,518.51 ",
77743,"St. Joseph, MO--KS"," 77,187 "," 35,119 "," 114,859,424 ", 44.35 ," 1,124,845 ", 0.43 ," 1,740.51 ",
77770,"St. Louis, MO--IL"," 2,156,323 "," 975,765 "," 2,357,846,658 ", 910.37 ," 32,020,389 ", 12.36 ," 2,368.62 ",
77824,"St. Martinville, LA"," 6,399 "," 3,077 "," 10,654,790 ", 4.11 ," 149,407 ", 0.06 ," 1,555.48 ",
77851,"St. Marys, OH"," 9,452 "," 4,211 "," 12,457,154 ", 4.81 ," 59,290 ", 0.02 ," 1,965.18 ",
77878,"St. Marys, PA"," 9,402 "," 4,552 "," 18,656,568 ", 7.20 , 874 , 0.00 ," 1,305.23 ",
78013,"St. Peter, MN"," 12,145 "," 4,119 "," 12,983,113 ", 5.01 ,0.00,0.00," 2,422.79 ",
78067,"Salamanca, NY"," 6,375 "," 3,131 "," 12,846,613 ", 4.96 ," 477,359 ", 0.18 ," 1,285.25 ",
78094,"Salem, IL"," 7,153 "," 3,350 "," 12,683,018 ", 4.90 ," 167,909 ", 0.06 ," 1,460.71 ",
78121,"Salem, IN"," 6,617 "," 3,016 "," 10,382,766 ", 4.01 ," 7,271 ", 0.00 ," 1,650.62 ",
78148,"Salem, MO"," 4,684 "," 2,359 "," 8,167,350 ", 3.15 ,0.00,0.00," 1,485.37 ",
78175,"Salem, NJ"," 5,927 "," 2,861 "," 7,962,412 ", 3.07 ," 177,232 ", 0.07 ," 1,927.92 ",
78202,"Salem, OH"," 15,924 "," 7,617 "," 27,496,341 ", 10.62 ," 15,590 ", 0.01 ," 1,499.94 ",
78229,"Salem, OR"," 268,331 "," 101,688 "," 188,247,416 ", 72.68 ," 176,238 ", 0.07 ," 3,691.81 ",
78256,"Salida, CO"," 5,953 "," 3,415 "," 7,380,783 ", 2.85 ,0.00,0.00," 2,088.97 ",
78283,"Salina, KS"," 46,547 "," 20,770 "," 58,340,373 ", 22.53 ," 58,589 ", 0.02 ," 2,066.43 ",
78310,"Salinas, CA"," 177,532 "," 48,914 "," 77,392,699 ", 29.88 ," 101,332 ", 0.04 ," 5,941.20 ",
78337,"Salinas--Coco, PR"," 13,938 "," 7,628 "," 13,362,231 ", 5.16 ," 30,944 ", 0.01 ," 2,701.59 ",
78364,"Salisbury, MD--DE"," 78,075 "," 32,638 "," 125,341,432 ", 48.39 ," 4,258,719 ", 1.64 ," 1,613.30 ",
78418,"Sallisaw, OK"," 7,513 "," 3,431 "," 14,075,536 ", 5.43 ," 66,774 ", 0.03 ," 1,382.44 ",
78499,"Salt Lake City, UT"," 1,178,533 "," 424,925 "," 778,073,097 ", 300.42 ," 510,795 ", 0.20 ," 3,923.01 ",
78553,"San Angelo, TX"," 99,982 "," 43,410 "," 127,600,935 ", 49.27 ," 2,639,628 ", 1.02 ," 2,029.39 ",
78580,"San Antonio, TX"," 1,992,689 "," 789,482 "," 1,588,802,530 ", 613.44 ," 8,698,357 ", 3.36 ," 3,248.38 ",
78634,"Sandersville, GA"," 7,097 "," 3,344 "," 21,537,788 ", 8.32 ," 115,345 ", 0.04 , 853.44 ,
78661,"San Diego, CA"," 3,070,300 "," 1,149,240 "," 1,747,527,134 ", 674.72 ," 37,840,003 ", 14.61 ," 4,550.45 ",
78699,"San Diego Country Estates, CA"," 7,002 "," 2,450 "," 8,522,759 ", 3.29 ,0.00,0.00," 2,127.84 ",
78715,"Sandpoint, ID"," 12,824 "," 6,419 "," 23,962,522 ", 9.25 ," 372,879 ", 0.14 ," 1,386.08 ",
78774,"Sandusky--Port Clinton, OH"," 61,743 "," 39,351 "," 139,336,526 ", 53.80 ," 13,775,535 ", 5.32 ," 1,147.68 ",
78823,"Sandy, OR"," 13,173 "," 4,899 "," 10,900,427 ", 4.21 ," 2,984 ", 0.00 ," 3,129.96 ",
78850,"Sanford, ME"," 15,067 "," 6,885 "," 15,481,402 ", 5.98 ," 350,678 ", 0.14 ," 2,520.66 ",
78877,"Sanford, NC"," 36,641 "," 15,279 "," 88,886,073 ", 34.32 ," 2,215,929 ", 0.86 ," 1,067.66 ",
78904,"San Francisco--Oakland, CA","3,515,933","1,391,873","1,330,727,047", 513.80 ,"31,271,476", 12.07 ," 6,843.04 ",
78931,"Sanger, CA"," 27,325 "," 7,986 "," 12,469,370 ", 4.81 ,0.00,0.00," 5,675.62 ",
78958,"Sanger, TX"," 8,279 "," 3,144 "," 11,371,906 ", 4.39 ," 57,008 ", 0.02 ," 1,885.57 ",
78985,"San Germán--Cabo Rojo--Sabana Grande, PR"," 97,241 "," 51,393 "," 182,823,924 ", 70.59 ," 1,496,050 ", 0.58 ," 1,377.57 ",
79039,"San Jose, CA"," 1,837,446 "," 658,649 "," 739,386,477 ", 285.48 ," 1,271,373 ", 0.49 ," 6,436.37 ",
79093,"San Juan, PR"," 1,844,410 "," 888,356 "," 1,977,727,163 ", 763.60 ," 23,788,757 ", 9.18 ," 2,415.40 ",
79120,"San Luis, AZ"," 24,790 "," 6,634 "," 9,567,919 ", 3.69 ," 54,603 ", 0.02 ," 6,710.53 ",
79147,"San Luis Obispo, CA"," 56,904 "," 22,210 "," 36,537,326 ", 14.11 ," 55,665 ", 0.02 ," 4,033.70 ",
79201,"San Marcos, TX"," 70,801 "," 30,583 "," 63,296,277 ", 24.44 ," 115,426 ", 0.04 ," 2,897.07 ",
79282,"Santa Barbara, CA"," 202,197 "," 79,353 "," 141,962,041 ", 54.81 ," 2,693,338 ", 1.04 ," 3,688.93 ",
79309,"Santa Clarita, CA"," 278,031 "," 93,011 "," 201,619,528 ", 77.85 ," 1,441,456 ", 0.56 ," 3,571.56 ",
79336,"Santa Cruz, CA"," 169,038 "," 72,855 "," 156,565,432 ", 60.45 ," 509,944 ", 0.20 ," 2,796.32 ",
79363,"Santa Fe, NM"," 94,241 "," 47,331 "," 121,214,399 ", 46.80 ," 205,406 ", 0.08 ," 2,013.65 ",
79390,"Santa Isabel, PR"," 9,742 "," 4,866 "," 7,760,927 ", 3.00 ," 11,547 ", 0.00 ," 3,251.11 ",
79417,"Santa Maria, CA"," 143,609 "," 42,245 "," 70,087,992 ", 27.06 ," 197,276 ", 0.08 ," 5,306.84 ",
79444,"Santa Paula, CA"," 30,675 "," 9,189 "," 12,857,643 ", 4.96 ," 10,736 ", 0.00 ," 6,179.04 ",
79498,"Santa Rosa, CA"," 297,329 "," 116,326 "," 205,625,198 ", 79.39 ," 470,825 ", 0.18 ," 3,745.06 ",
79579,"Saranac Lake, NY"," 5,163 "," 3,084 "," 8,023,763 ", 3.10 ," 668,094 ", 0.26 ," 1,666.56 ",
79633,"Saratoga Springs, NY"," 75,684 "," 37,354 "," 143,950,664 ", 55.58 ," 548,657 ", 0.21 ," 1,361.72 ",
79687,"Sauk Centre, MN"," 4,849 "," 2,256 "," 12,200,881 ", 4.71 ," 669,942 ", 0.26 ," 1,029.34 ",
79714,"Sault Ste. Marie, MI"," 12,877 "," 6,042 "," 21,188,718 ", 8.18 ," 200,900 ", 0.08 ," 1,574.01 ",
79768,"Savannah, GA"," 309,466 "," 136,572 "," 533,142,236 ", 205.85 ," 8,970,297 ", 3.46 ," 1,503.38 ",
79795,"Savannah, MO"," 5,253 "," 2,301 "," 8,474,446 ", 3.27 ," 22,313 ", 0.01 ," 1,605.44 ",
79822,"Savannah, TN"," 8,828 "," 4,124 "," 23,021,406 ", 8.89 , 340 , 0.00 , 993.18 ,
79903,"Sayre--Waverly, PA--NY"," 17,262 "," 8,295 "," 20,702,672 ", 7.99 ," 102,543 ", 0.04 ," 2,159.55 ",
79917,"Scappoose, OR"," 9,652 "," 4,025 "," 14,996,854 ", 5.79 ," 3,907 ", 0.00 ," 1,666.92 ",
79957,"Schuyler, NE"," 6,522 "," 2,031 "," 6,639,609 ", 2.56 ," 153,118 ", 0.06 ," 2,544.11 ",
79973,"Schuylkill Haven--Orwigsburg, PA"," 14,265 "," 6,482 "," 26,583,395 ", 10.26 ," 22,563 ", 0.01 ," 1,389.82 ",
80038,"Scott City, MO"," 4,949 "," 2,238 "," 12,280,907 ", 4.74 ," 2,613 ", 0.00 ," 1,043.72 ",
80065,"Scottsbluff, NE"," 25,104 "," 11,342 "," 38,028,338 ", 14.68 ," 409,822 ", 0.16 ," 1,709.75 ",
80092,"Scottsboro, AL"," 10,791 "," 5,239 "," 31,970,898 ", 12.34 ,0.00,0.00, 874.19 ,
80119,"Scottsburg, IN"," 7,578 "," 3,510 "," 12,545,467 ", 4.84 ," 62,602 ", 0.02 ," 1,564.46 ",
80173,"Scottsville, KY"," 4,637 "," 2,192 "," 12,362,421 ", 4.77 ," 16,054 ", 0.01 , 971.47 ,
80227,"Scranton, PA"," 366,713 "," 172,990 "," 419,995,196 ", 162.16 ," 8,627,792 ", 3.33 ," 2,261.41 ",
80241,"Seabrook Island, SC"," 3,371 "," 5,286 "," 21,681,111 ", 8.37 ," 756,252 ", 0.29 , 402.69 ,
80259,"Seaford--Laurel--Bridgeville, DE"," 29,147 "," 11,999 "," 61,081,401 ", 23.58 ," 1,485,187 ", 0.57 ," 1,235.90 ",
80281,"Sealy, TX"," 6,385 "," 2,718 "," 14,718,390 ", 5.68 ," 160,229 ", 0.06 ," 1,123.57 ",
80308,"Searcy, AR"," 26,652 "," 11,658 "," 55,270,493 ", 21.34 ," 109,609 ", 0.04 ," 1,248.92 ",
80335,"Seaside, OR"," 9,183 "," 6,525 "," 12,945,296 ", 5.00 ," 173,105 ", 0.07 ," 1,837.26 ",
80362,"Seaside--Monterey--Pacific Grove, CA"," 123,495 "," 54,906 "," 106,659,553 ", 41.18 ," 551,582 ", 0.21 ," 2,998.80 ",
80389,"Seattle--Tacoma, WA"," 3,544,011 "," 1,468,039 "," 2,544,707,994 ", 982.52 ," 150,559,818 ", 58.13 ," 3,607.07 ",
80405,"Sebastopol, CA"," 18,734 "," 8,245 "," 39,352,738 ", 15.19 ,0.00,0.00," 1,232.97 ",
80416,"Sebring--Avon Park, FL"," 63,297 "," 35,215 "," 115,274,385 ", 44.51 ," 10,360,203 ", 4.00 ," 1,422.16 ",
80443,"Sedalia, MO"," 26,043 "," 12,068 "," 44,138,673 ", 17.04 ," 188,349 ", 0.07 ," 1,528.16 ",
80470,"Sedona, AZ"," 9,190 "," 6,317 "," 32,297,893 ", 12.47 ," 60,707 ", 0.02 , 736.95 ,
80497,"Seguin, TX"," 28,998 "," 12,250 "," 51,794,885 ", 20.00 ," 1,963,042 ", 0.76 ," 1,450.04 ",
80524,"Selma, AL"," 21,207 "," 10,472 "," 47,365,604 ", 18.29 ," 330,985 ", 0.13 ," 1,159.62 ",
80551,"Selma, CA"," 32,546 "," 9,737 "," 23,643,888 ", 9.13 ,0.00,0.00," 3,565.14 ",
80605,"Seminole, OK"," 6,283 "," 2,870 "," 13,916,132 ", 5.37 ,0.00,0.00," 1,169.35 ",
80632,"Seminole, TX"," 7,068 "," 2,807 "," 8,746,908 ", 3.38 ,0.00,0.00," 2,092.86 ",
80659,"Senatobia, MS"," 6,817 "," 2,275 "," 10,157,776 ", 3.92 ," 120,368 ", 0.05 ," 1,738.17 ",
80671,"Seneca, SC"," 23,105 "," 11,870 "," 80,399,807 ", 31.04 ," 270,088 ", 0.10 , 744.30 ,
80686,"Sequim, WA"," 24,864 "," 12,889 "," 82,553,227 ", 31.87 ," 1,509 ", 0.00 , 780.07 ,
80704,"Severance, CO"," 6,408 "," 2,095 "," 4,943,050 ", 1.91 ," 166,186 ", 0.06 ," 3,357.57 ",
80713,"Sevierville, TN"," 34,032 "," 18,818 "," 120,196,084 ", 46.41 ,0.00,0.00, 733.32 ,
80767,"Seward, NE"," 7,473 "," 2,959 "," 8,945,137 ", 3.45 ," 27,128 ", 0.01 ," 2,163.74 ",
80794,"Seymour, IN"," 24,247 "," 9,807 "," 37,221,411 ", 14.37 ," 75,722 ", 0.03 ," 1,687.19 ",
80805,"Seymour, TN"," 15,219 "," 6,297 "," 35,922,050 ", 13.87 ," 23,665 ", 0.01 ," 1,097.29 ",
80929,"Shafter, CA"," 19,278 "," 5,133 "," 12,426,250 ", 4.80 ,0.00,0.00," 4,018.09 ",
80985,"Shamokin--Mount Carmel, PA"," 28,461 "," 14,721 "," 20,341,308 ", 7.85 ," 111,840 ", 0.04 ," 3,623.84 ",
81020,"Sharon--Hermitage, PA--OH"," 42,169 "," 21,194 "," 72,936,733 ", 28.16 ," 49,661 ", 0.02 ," 1,497.42 ",
81064,"Shawano, WI"," 12,229 "," 6,869 "," 27,745,399 ", 10.71 ," 1,051,137 ", 0.41 ," 1,141.56 ",
81091,"Shawnee, OK"," 34,245 "," 14,979 "," 48,944,793 ", 18.90 ," 56,876 ", 0.02 ," 1,812.13 ",
81118,"Sheboygan, WI"," 74,369 "," 33,437 "," 91,450,590 ", 35.31 ," 1,093,257 ", 0.42 ," 2,106.22 ",
81199,"Shelby, NC"," 25,955 "," 12,007 "," 65,976,657 ", 25.47 ," 56,266 ", 0.02 ," 1,018.89 ",
81226,"Shelby, OH"," 9,317 "," 4,348 "," 12,973,814 ", 5.01 ," 159,653 ", 0.06 ," 1,859.97 ",
81253,"Shelbyville, IL"," 4,872 "," 2,447 "," 8,036,531 ", 3.10 ,0.00,0.00," 1,570.13 ",
81280,"Shelbyville, IN"," 21,208 "," 9,460 "," 25,028,567 ", 9.66 ," 265,011 ", 0.10 ," 2,194.63 ",
81307,"Shelbyville, KY"," 23,143 "," 9,241 "," 29,748,681 ", 11.49 ," 375,884 ", 0.15 ," 2,014.88 ",
81334,"Shelbyville, TN"," 22,552 "," 8,594 "," 34,096,941 ", 13.16 ,0.00,0.00," 1,713.04 ",
81361,"Sheldon, IA"," 5,381 "," 2,373 "," 7,302,610 ", 2.82 ,0.00,0.00," 1,908.46 ",
81388,"Shelley, ID"," 5,109 "," 1,726 "," 5,622,978 ", 2.17 ,0.00,0.00," 2,353.25 ",
81415,"Shelton, WA"," 14,907 "," 5,704 "," 30,265,100 ", 11.69 ," 402,341 ", 0.16 ," 1,275.69 ",
81442,"Shenandoah, IA"," 4,872 "," 2,511 "," 7,743,086 ", 2.99 ,0.00,0.00," 1,629.64 ",
81472,"Shenandoah--Frackville, PA"," 12,025 "," 5,638 "," 7,587,731 ", 2.93 ," 168,615 ", 0.07 ," 4,104.60 ",
81523,"Sheridan, AR"," 4,710 "," 2,116 "," 11,669,141 ", 4.51 ,0.00,0.00," 1,045.39 ",
81577,"Sheridan, OR"," 6,464 "," 1,742 "," 4,494,401 ", 1.74 ,0.00,0.00," 3,725.01 ",
81604,"Sheridan, WY"," 19,430 "," 9,347 "," 33,639,155 ", 12.99 ," 49,823 ", 0.02 ," 1,495.98 ",
81631,"Sherman--Denison, TX"," 66,691 "," 28,718 "," 99,698,210 ", 38.49 ," 309,737 ", 0.12 ," 1,732.52 ",
81642,"Shinnston, WV"," 4,361 "," 2,057 "," 10,248,114 ", 3.96 ," 155,972 ", 0.06 ," 1,102.15 ",
81658,"Shippensburg, PA"," 17,014 "," 7,339 "," 25,522,165 ", 9.85 ," 85,190 ", 0.03 ," 1,726.58 ",
81685,"Shiprock, NM"," 6,190 "," 1,928 "," 13,529,547 ", 5.22 ," 136,249 ", 0.05 ," 1,184.96 ",
81712,"Show Low, AZ"," 12,173 "," 8,869 "," 32,635,191 ", 12.60 ,0.00,0.00, 966.07 ,
81739,"Shreveport, LA"," 288,052 "," 133,212 "," 468,381,155 ", 180.84 ," 6,661,335 ", 2.57 ," 1,592.83 ",
81793,"Sidney, MT"," 6,522 "," 3,166 "," 18,219,286 ", 7.03 ,0.00,0.00, 927.14 ,
