UACE,NAME,POP,HOUSING,AREALAND,AREALANDSQMI,AREAWATER,AREAWATERSQMI,POPDEN,
28333,"Evansville, IN"," 206,855 "," 94,932 "," 292,028,104 ", 112.75 ," 2,911,523 ", 1.12 ," 1,834.59 ",
28360,"Evansville, WI"," 6,321 "," 2,620 "," 7,260,009 ", 2.80 , 15 , 0.00 ," 2,255.00 ",
28441,"Evergreen, CO"," 10,218 "," 4,424 "," 24,502,090 ", 9.46 ," 219,473 ", 0.08 ," 1,080.09 ",
28495,"Excelsior Springs, MO"," 9,840 "," 4,435 "," 14,763,042 ", 5.70 ,0.00,0.00," 1,726.30 ",
28506,"Exeter, CA"," 10,973 "," 3,909 "," 7,432,151 ", 2.87 ,0.00,0.00," 3,823.92 ",
28511,"Exeter, NH"," 16,165 "," 7,629 "," 30,385,804 ", 11.73 ," 317,039 ", 0.12 ," 1,377.85 ",
28522,"Fabens, TX"," 7,094 "," 2,476 "," 4,379,984 ", 1.69 ," 58,739 ", 0.02 ," 4,194.85 ",
28549,"Fairbanks, AK"," 71,396 "," 30,180 "," 192,442,666 ", 74.30 ," 6,579,721 ", 2.54 , 960.88 ,
28603,"Fairbury, NE"," 4,011 "," 2,022 "," 6,112,076 ", 2.36 ," 10,793 ", 0.00 ," 1,699.66 ",
28657,"Fairfield, CA"," 150,122 "," 50,402 "," 105,694,640 ", 40.81 ," 620,103 ", 0.24 ," 3,678.66 ",
28684,"Fairfield, IL"," 4,766 "," 2,540 "," 8,447,586 ", 3.26 ," 63,580 ", 0.02 ," 1,461.23 ",
28711,"Fairfield, IA"," 9,211 "," 4,743 "," 13,943,090 ", 5.38 ," 118,241 ", 0.05 ," 1,710.98 ",
28765,"Fairfield Glade, TN"," 8,212 "," 5,118 "," 24,954,953 ", 9.64 ," 1,035,173 ", 0.40 , 852.29 ,
28766,"Fairhope--Daphne, AL"," 76,807 "," 33,719 "," 152,977,898 ", 59.07 ," 674,017 ", 0.26 ," 1,300.38 ",
28846,"Fairmont, MN"," 8,387 "," 4,180 "," 9,423,560 ", 3.64 ," 986,276 ", 0.38 ," 2,305.10 ",
28873,"Fairmont, WV"," 31,694 "," 15,332 "," 52,287,598 ", 20.19 ," 1,822,186 ", 0.70 ," 1,569.91 ",
28981,"Fajardo, PR"," 68,587 "," 40,103 "," 88,989,581 ", 34.36 ," 573,209 ", 0.22 ," 1,996.18 ",
28995,"Falcon, CO"," 21,348 "," 6,627 "," 21,952,794 ", 8.48 ,0.00,0.00," 2,518.63 ",
29008,"Falfurrias, TX"," 4,497 "," 2,027 "," 5,662,317 ", 2.19 ,0.00,0.00," 2,056.96 ",
29024,"Fallbrook, CA"," 41,305 "," 14,606 "," 67,408,147 ", 26.03 ," 72,463 ", 0.03 ," 1,587.04 ",
29035,"Fallon, NV"," 16,753 "," 7,153 "," 36,159,767 ", 13.96 ," 18,327 ", 0.01 ," 1,199.95 ",
29062,"Falls City, NE"," 4,133 "," 2,148 "," 8,683,749 ", 3.35 ," 12,085 ", 0.00 ," 1,232.70 ",
29089,"Fargo, ND--MN"," 216,214 "," 98,798 "," 201,323,267 ", 77.73 ," 295,424 ", 0.11 ," 2,781.55 ",
29116,"Faribault, MN"," 24,013 "," 8,902 "," 26,523,666 ", 10.24 ," 614,025 ", 0.24 ," 2,344.83 ",
29251,"Farmington, MO"," 32,804 "," 13,603 "," 46,756,573 ", 18.05 ," 104,259 ", 0.04 ," 1,817.11 ",
29278,"Farmington, NM"," 51,763 "," 20,575 "," 84,492,772 ", 32.62 ," 35,476 ", 0.01 ," 1,586.71 ",
29305,"Farmville, NC"," 4,380 "," 2,204 "," 7,636,071 ", 2.95 ,0.00,0.00," 1,485.60 ",
29332,"Farmville, VA"," 7,916 "," 3,005 "," 16,997,941 ", 6.56 ," 291,443 ", 0.11 ," 1,206.17 ",
29440,"Fayetteville, NC"," 325,008 "," 137,211 "," 507,440,035 ", 195.92 ," 5,309,514 ", 2.05 ," 1,658.85 ",
29467,"Fayetteville, TN"," 10,120 "," 4,817 "," 32,205,658 ", 12.43 ,0.00,0.00, 813.85 ,
29494,"Fayetteville--Springdale--Rogers, AR--MO"," 373,687 "," 150,509 "," 513,516,214 ", 198.27 ," 6,271,423 ", 2.42 ," 1,884.74 ",
29555,"Fenton, MI"," 38,156 "," 16,869 "," 76,831,372 ", 29.66 ," 14,410,391 ", 5.56 ," 1,286.24 ",
29575,"Fergus Falls, MN"," 13,116 "," 6,302 "," 19,777,470 ", 7.64 ," 1,563,786 ", 0.60 ," 1,717.63 ",
29608,"Fernandina Beach--Yulee, FL"," 50,805 "," 26,223 "," 130,935,030 ", 50.55 ," 2,945,658 ", 1.14 ," 1,004.96 ",
29656,"Fernley, NV"," 19,233 "," 7,298 "," 27,445,794 ", 10.60 ,0.00,0.00," 1,814.97 ",
29683,"Ferriday, LA"," 5,169 "," 2,213 "," 12,525,970 ", 4.84 ,0.00,0.00," 1,068.79 ",
29710,"Fillmore, CA"," 16,397 "," 4,726 "," 6,819,111 ", 2.63 ,0.00,0.00," 6,227.80 ",
29737,"Findlay, OH"," 48,144 "," 22,745 "," 66,381,098 ", 25.63 ," 409,535 ", 0.16 ," 1,878.43 ",
29764,"Firebaugh, CA"," 8,117 "," 2,246 "," 6,443,572 ", 2.49 ," 143,103 ", 0.06 ," 3,262.62 ",
29769,"Fire Island, NY", 998 ," 3,990 "," 7,418,767 ", 2.86 ," 133,374 ", 0.05 , 348.41 ,
29775,"Firestone--Frederick, CO"," 35,447 "," 12,207 "," 39,409,127 ", 15.22 ," 505,251 ", 0.20 ," 2,329.59 ",
29791,"Fitzgerald, GA"," 11,281 "," 5,354 "," 22,024,209 ", 8.50 ," 525,156 ", 0.20 ," 1,326.62 ",
29818,"Flagstaff, AZ"," 79,842 "," 32,500 "," 75,789,980 ", 29.26 ," 78,821 ", 0.03 ," 2,728.46 ",
29846,"Flemington--Raritan, NJ"," 24,401 "," 9,571 "," 47,639,244 ", 18.39 ," 60,341 ", 0.02 ," 1,326.60 ",
29872,"Flint, MI"," 298,964 "," 139,045 "," 532,132,381 ", 205.46 ," 4,508,268 ", 1.74 ," 1,455.11 ",
29899,"Flora, IL"," 4,793 "," 2,261 "," 8,250,056 ", 3.19 ,0.00,0.00," 1,504.69 ",
29953,"Florence, AL"," 78,925 "," 38,442 "," 141,482,263 ", 54.63 ," 367,280 ", 0.14 ," 1,444.81 ",
29980,"Florence East, AZ"," 14,049 "," 2,796 "," 6,876,834 ", 2.66 ,0.00,0.00," 5,291.21 ",
30034,"Florence, OR"," 11,477 "," 6,674 "," 20,668,683 ", 7.98 ," 40,058 ", 0.02 ," 1,438.18 ",
30061,"Florence, SC"," 89,436 "," 40,455 "," 176,218,906 ", 68.04 ," 1,465,145 ", 0.57 ," 1,314.49 ",
30073,"Florence West, AZ"," 11,636 "," 5,032 "," 15,214,599 ", 5.87 ,0.00,0.00," 1,980.80 ",
30088,"Floresville, TX"," 6,313 "," 2,449 "," 9,978,132 ", 3.85 ," 15,265 ", 0.01 ," 1,638.64 ",
30171,"Foley--Gulf Shores, AL"," 40,920 "," 26,434 "," 127,027,183 ", 49.05 ," 1,097,944 ", 0.42 , 834.33 ,
30223,"Fond du Lac, WI"," 54,731 "," 24,532 "," 63,947,869 ", 24.69 ," 809,532 ", 0.31 ," 2,216.69 ",
30232,"Fontana-on-Geneva Lake, WI"," 10,466 "," 7,382 "," 26,554,779 ", 10.25 ," 8,888,006 ", 3.43 ," 1,020.79 ",
30331,"Forest City--Spindale, NC"," 20,760 "," 9,937 "," 69,648,245 ", 26.89 ," 190,521 ", 0.07 , 772.00 ,
30358,"Forest Lake, MN"," 21,882 "," 9,111 "," 36,293,421 ", 14.01 ," 11,370,060 ", 4.39 ," 1,561.55 ",
30439,"Forney, TX"," 41,112 "," 13,983 "," 50,965,415 ", 19.68 ," 183,299 ", 0.07 ," 2,089.25 ",
30466,"Forrest City, AR"," 8,557 "," 4,074 "," 18,165,350 ", 7.01 ," 50,824 ", 0.02 ," 1,220.04 ",
30493,"Forsyth, GA"," 4,852 "," 2,158 "," 13,472,380 ", 5.20 ," 31,627 ", 0.01 , 932.77 ,
30520,"Forsyth, MO"," 7,423 "," 3,724 "," 17,087,197 ", 6.60 ," 43,136 ", 0.02 ," 1,125.14 ",
30547,"Fort Atkinson, WI"," 13,852 "," 6,067 "," 17,880,313 ", 6.90 ," 291,750 ", 0.11 ," 2,006.48 ",
30574,"Fort Bragg, CA"," 10,668 "," 5,124 "," 25,403,271 ", 9.81 ," 355,247 ", 0.14 ," 1,087.65 ",
30628,"Fort Collins, CO"," 326,332 "," 138,125 "," 305,559,749 ", 117.98 ," 18,260,733 ", 7.05 ," 2,766.06 ",
30682,"Fort Dodge, IA"," 24,699 "," 11,246 "," 35,262,225 ", 13.61 ," 515,550 ", 0.20 ," 1,814.13 ",
30736,"Fort Irwin, CA"," 8,096 "," 2,462 "," 9,367,563 ", 3.62 ,0.00,0.00," 2,238.42 ",
30748,"Fort Leonard Wood--St. Robert--Waynesville, MO"," 31,672 "," 9,536 "," 67,797,845 ", 26.18 ," 21,373 ", 0.01 ," 1,209.92 ",
30755,"Fort Lupton, CO"," 7,856 "," 2,749 "," 6,035,607 ", 2.33 ,0.00,0.00," 3,371.15 ",
30763,"Fort Madison, IA--IL"," 10,278 "," 5,081 "," 15,440,349 ", 5.96 ,0.00,0.00," 1,724.05 ",
30790,"Fort Meade, FL"," 4,874 "," 2,381 "," 6,007,348 ", 2.32 ," 68,544 ", 0.03 ," 2,101.36 ",
30817,"Fort Morgan, CO"," 13,473 "," 5,011 "," 14,352,958 ", 5.54 ,0.00,0.00," 2,431.20 ",
30844,"Fort Payne, AL"," 8,380 "," 3,335 "," 22,392,683 ", 8.65 ," 30,508 ", 0.01 , 969.25 ,
30871,"Fort Polk South, LA"," 9,983 "," 3,622 "," 24,493,975 ", 9.46 ," 65,357 ", 0.03 ," 1,055.60 ",
30885,"Fort Rucker--Daleville, AL"," 7,157 "," 3,126 "," 20,113,274 ", 7.77 ,0.00,0.00, 921.61 ,
30898,"Fort Scott, KS"," 7,439 "," 3,603 "," 13,215,963 ", 5.10 ," 14,336 ", 0.01 ," 1,457.85 ",
30925,"Fort Smith, AR--OK"," 125,811 "," 55,567 "," 191,590,332 ", 73.97 ," 838,677 ", 0.32 ," 1,700.76 ",
30952,"Fort Stockton, TX"," 8,551 "," 3,658 "," 15,502,282 ", 5.99 ,0.00,0.00," 1,428.63 ",
30979,"Fortuna, CA"," 12,784 "," 5,408 "," 15,077,301 ", 5.82 ," 1,091 ", 0.00 ," 2,196.04 ",
31033,"Fort Valley, GA"," 9,704 "," 4,195 "," 15,048,253 ", 5.81 ," 32,622 ", 0.01 ," 1,670.18 ",
31087,"Fort Wayne, IN"," 335,934 "," 144,476 "," 423,710,136 ", 163.60 ," 699,749 ", 0.27 ," 2,053.44 ",
31114,"Fostoria, OH"," 14,295 "," 6,652 "," 21,518,921 ", 8.31 ," 213,934 ", 0.08 ," 1,720.53 ",
31150,"Four Corners, FL"," 92,396 "," 50,820 "," 218,809,161 ", 84.48 ," 10,504,530 ", 4.06 ," 1,093.67 ",
31195,"Frankenmuth, MI"," 5,045 "," 2,475 "," 7,571,326 ", 2.92 ," 99,073 ", 0.04 ," 1,725.79 ",
31222,"Frankfort, IN"," 16,775 "," 6,650 "," 19,388,846 ", 7.49 ,0.00,0.00," 2,240.83 ",
31249,"Frankfort, KY"," 37,844 "," 18,234 "," 57,830,360 ", 22.33 ," 1,336,195 ", 0.52 ," 1,694.88 ",
31262,"Frankfort, MI"," 2,603 "," 2,627 "," 10,974,513 ", 4.24 ," 132,291 ", 0.05 , 614.31 ,
31276,"Franklin, KY"," 11,597 "," 4,976 "," 21,591,964 ", 8.34 ," 46,538 ", 0.02 ," 1,391.08 ",
31303,"Franklin, LA"," 9,491 "," 4,516 "," 16,048,914 ", 6.20 ," 158,097 ", 0.06 ," 1,531.67 ",
31330,"Franklin, NH"," 6,659 "," 3,080 "," 10,943,840 ", 4.23 ," 537,804 ", 0.21 ," 1,575.93 ",
31384,"Franklin, NC"," 9,358 "," 5,011 "," 36,169,299 ", 13.97 ," 823,959 ", 0.32 , 670.10 ,
31411,"Franklin (Venango County), PA"," 8,500 "," 4,324 "," 14,564,456 ", 5.62 ," 74,075 ", 0.03 ," 1,511.55 ",
31438,"Franklin, VA"," 8,749 "," 4,228 "," 16,677,506 ", 6.44 ," 112,306 ", 0.04 ," 1,358.70 ",
31478,"Fraser, CO"," 3,178 "," 5,385 "," 11,535,390 ", 4.45 ," 12,925 ", 0.00 , 713.54 ,
31519,"Frederick, MD"," 176,456 "," 68,467 "," 207,956,090 ", 80.29 ," 1,761,196 ", 0.68 ," 2,197.67 ",
31573,"Fredericksburg, TX"," 11,641 "," 6,225 "," 20,276,772 ", 7.83 ," 14,339 ", 0.01 ," 1,486.93 ",
31600,"Fredericksburg, VA"," 167,679 "," 64,150 "," 232,112,733 ", 89.62 ," 3,161,931 ", 1.22 ," 1,871.02 ",
31627,"Fredericktown, MO"," 4,986 "," 2,187 "," 8,465,897 ", 3.27 ," 16,415 ", 0.01 ," 1,525.38 ",
31660,"Freeland, MI"," 7,412 "," 2,282 "," 21,912,258 ", 8.46 ," 16,987 ", 0.01 , 876.08 ,
31668,"Freeland, PA"," 5,754 "," 2,753 "," 4,047,235 ", 1.56 ,0.00,0.00," 3,682.22 ",
31672,"Freeland, WA"," 7,907 "," 5,367 "," 31,280,459 ", 12.08 ," 347,869 ", 0.13 , 654.69 ,
31681,"Freeport, IL"," 24,135 "," 11,988 "," 27,507,093 ", 10.62 ," 95,514 ", 0.04 ," 2,272.48 ",
31735,"Fremont, MI"," 5,165 "," 2,426 "," 9,923,736 ", 3.83 ," 161,803 ", 0.06 ," 1,348.01 ",
31762,"Fremont, NE"," 28,292 "," 11,998 "," 35,666,800 ", 13.77 ," 843,304 ", 0.33 ," 2,054.46 ",
31789,"Fremont, OH"," 22,175 "," 10,492 "," 34,691,920 ", 13.39 ," 942,607 ", 0.36 ," 1,655.51 ",
31843,"Fresno, CA"," 717,589 "," 247,152 "," 412,096,133 ", 159.11 ," 3,226,657 ", 1.25 ," 4,509.98 ",
31852,"Friday Harbor, WA"," 3,542 "," 2,139 "," 11,459,412 ", 4.42 ," 1,223,349 ", 0.47 , 800.54 ,
31889,"Frisco, CO"," 3,463 "," 3,654 "," 5,575,410 ", 2.15 ,0.00,0.00," 1,608.69 ",
31924,"Front Royal, VA"," 16,193 "," 6,641 "," 27,731,240 ", 10.71 ," 55,503 ", 0.02 ," 1,512.36 ",
31978,"Frostproof, FL"," 8,092 "," 3,668 "," 19,406,603 ", 7.49 ," 5,010,513 ", 1.93 ," 1,079.95 ",
32032,"Fulton, KY--TN"," 4,256 "," 2,224 "," 8,175,253 ", 3.16 ," 46,670 ", 0.02 ," 1,348.34 ",
32086,"Fulton, MO"," 12,479 "," 4,682 "," 22,457,715 ", 8.67 ," 235,047 ", 0.09 ," 1,439.17 ",
32092,"Fulton, NY"," 12,788 "," 5,989 "," 14,846,940 ", 5.73 ," 750,997 ", 0.29 ," 2,230.81 ",
32113,"Gadsden, AL"," 57,975 "," 27,550 "," 158,530,841 ", 61.21 ," 5,255,544 ", 2.03 , 947.16 ,
32140,"Gaffney, SC"," 19,042 "," 8,718 "," 39,956,377 ", 15.43 ," 124,411 ", 0.05 ," 1,234.31 ",
32167,"Gainesville, FL"," 213,748 "," 95,632 "," 227,134,311 ", 87.70 ," 3,483,914 ", 1.35 ," 2,437.35 ",
32194,"Gainesville, GA"," 164,365 "," 62,897 "," 386,251,091 ", 149.13 ," 24,468,801 ", 9.45 ," 1,102.14 ",
32221,"Gainesville, TX"," 16,544 "," 6,734 "," 24,748,391 ", 9.56 ," 26,645 ", 0.01 ," 1,731.38 ",
32248,"Galax, VA"," 6,767 "," 3,271 "," 17,147,499 ", 6.62 ," 66,597 ", 0.03 ," 1,022.10 ",
32329,"Galesburg, IL"," 33,847 "," 15,669 "," 56,781,538 ", 21.92 ," 141,394 ", 0.05 ," 1,543.87 ",
32356,"Galion, OH"," 11,364 "," 5,541 "," 16,611,074 ", 6.41 ," 40,302 ", 0.02 ," 1,771.87 ",
32383,"Galliano--Larose--Cut Off, LA"," 20,056 "," 8,765 "," 48,427,017 ", 18.70 ," 949,595 ", 0.37 ," 1,072.64 ",
32437,"Gallup, NM"," 24,448 "," 9,158 "," 35,426,426 ", 13.68 ,0.00,0.00," 1,787.37 ",
32451,"Galt, CA"," 26,618 "," 8,744 "," 18,355,452 ", 7.09 ,0.00,0.00," 3,755.85 ",
32491,"Galveston--Texas City, TX"," 191,863 "," 92,177 "," 282,260,597 ", 108.98 ," 7,938,926 ", 3.07 ," 1,760.51 ",
32506,"Garapan, MP"," 36,921 "," 14,519 "," 44,668,702 ", 17.25 ," 185,857 ", 0.07 ," 2,140.76 ",
32518,"Garden City, KS"," 30,976 "," 11,478 "," 33,020,228 ", 12.75 ," 67,931 ", 0.03 ," 2,429.65 ",
32572,"Gardnerville, NV"," 21,338 "," 9,599 "," 32,837,770 ", 12.68 ," 49,380 ", 0.02 ," 1,682.98 ",
32653,"Gastonia, NC"," 176,897 "," 76,009 "," 322,657,931 ", 124.58 ," 3,452,598 ", 1.33 ," 1,419.96 ",
32707,"Gatesville, TX"," 15,565 "," 4,000 "," 26,353,164 ", 10.18 ," 31,120 ", 0.01 ," 1,529.73 ",
32734,"Gaylord--Bagley, MI"," 8,476 "," 4,616 "," 26,574,084 ", 10.26 ," 8,583,506 ", 3.31 , 826.10 ,
32761,"Geneseo, IL"," 6,435 "," 3,093 "," 9,729,518 ", 3.76 ,0.00,0.00," 1,712.99 ",
32788,"Geneseo, NY"," 8,025 "," 2,387 "," 6,243,396 ", 2.41 ,0.00,0.00," 3,329.06 ",
32842,"Geneva, NY"," 29,572 "," 14,251 "," 43,404,760 ", 16.76 ," 751,961 ", 0.29 ," 1,764.58 ",
32850,"Geneva, OH"," 7,355 "," 3,480 "," 12,516,480 ", 4.83 ,0.00,0.00," 1,521.94 ",
32869,"Genoa, IL"," 5,484 "," 2,058 "," 5,685,910 ", 2.20 ," 128,733 ", 0.05 ," 2,498.02 ",
32950,"Georgetown, DE"," 9,921 "," 2,777 "," 12,775,601 ", 4.93 ,0.00,0.00," 2,011.28 ",
32977,"Georgetown, KY"," 38,912 "," 15,654 "," 39,007,124 ", 15.06 ," 394,485 ", 0.15 ," 2,583.67 ",
33031,"Georgetown, SC"," 11,364 "," 5,404 "," 23,946,739 ", 9.25 ," 1,284,591 ", 0.50 ," 1,229.09 ",
33091,"Germantown, OH"," 5,577 "," 2,311 "," 7,202,679 ", 2.78 ,0.00,0.00," 2,005.42 ",
33139,"Gettysburg--Cumberland, PA"," 14,733 "," 6,074 "," 21,421,738 ", 8.27 ," 619,984 ", 0.24 ," 1,781.29 ",
33220,"Gillespie, IL"," 5,037 "," 2,430 "," 7,354,379 ", 2.84 , 355 , 0.00 ," 1,773.88 ",
33247,"Gillette, WY"," 34,422 "," 14,532 "," 50,898,673 ", 19.65 ," 71,361 ", 0.03 ," 1,751.57 ",
33301,"Gilmer, TX"," 5,084 "," 2,208 "," 10,594,732 ", 4.09 ," 32,501 ", 0.01 ," 1,242.83 ",
33328,"Gilroy--Morgan Hill, CA"," 114,833 "," 36,785 "," 110,178,871 ", 42.54 ,0.00,0.00," 2,699.39 ",
33436,"Glasgow, KY"," 14,849 "," 6,973 "," 30,556,418 ", 11.80 ," 63,731 ", 0.02 ," 1,258.61 ",
33490,"Glencoe, MN"," 5,738 "," 2,478 "," 8,271,828 ", 3.19 ," 17,159 ", 0.01 ," 1,796.62 ",
33517,"Glendive, MT"," 6,675 "," 3,217 "," 14,052,773 ", 5.43 ," 30,895 ", 0.01 ," 1,230.23 ",
33598,"Glens Falls, NY"," 71,191 "," 35,410 "," 133,689,107 ", 51.62 ," 7,809,635 ", 3.02 ," 1,379.20 ",
33625,"Glenwood, IA"," 5,009 "," 2,078 "," 6,224,280 ", 2.40 ," 29,962 ", 0.01 ," 2,084.30 ",
33640,"Glenwood, MN"," 4,202 "," 2,464 "," 10,985,992 ", 4.24 ,0.00,0.00, 990.64 ,
33652,"Glenwood Springs, CO"," 10,889 "," 4,602 "," 14,143,467 ", 5.46 ,0.00,0.00," 1,994.02 ",
33679,"Globe, AZ"," 12,620 "," 6,333 "," 21,079,174 ", 8.14 , 634 , 0.00 ," 1,550.61 ",
33733,"Gloversville, NY"," 26,286 "," 13,325 "," 40,237,923 ", 15.54 ," 27,058 ", 0.01 ," 1,691.95 ",
33742,"Gold Canyon, AZ"," 9,590 "," 6,814 "," 20,381,511 ", 7.87 ,0.00,0.00," 1,218.65 ",
33814,"Goldsboro, NC"," 54,456 "," 25,498 "," 137,683,817 ", 53.16 ," 406,435 ", 0.16 ," 1,024.38 ",
33841,"Gonzales, CA"," 8,682 "," 2,105 "," 3,993,806 ", 1.54 ," 8,236 ", 0.00 ," 5,630.29 ",
33868,"Gonzales, TX"," 6,953 "," 2,902 "," 11,282,946 ", 4.36 ,0.00,0.00," 1,596.05 ",
33922,"Goodland, KS"," 4,439 "," 2,214 "," 7,237,207 ", 2.79 ,0.00,0.00," 1,588.59 ",
33960,"Goodyear South, AZ"," 16,042 "," 6,587 "," 24,857,623 ", 9.60 ,0.00,0.00," 1,671.46 ",
34042,"Governors Club, NC"," 4,967 "," 2,427 "," 9,381,705 ", 3.62 ," 25,693 ", 0.01 ," 1,371.23 ",
34111,"Grafton, WV"," 4,824 "," 2,380 "," 9,024,558 ", 3.48 ," 339,000 ", 0.13 ," 1,384.46 ",
34122,"Grafton--Port Washington--Cedarburg, WI"," 44,086 "," 19,802 "," 59,842,221 ", 23.11 ," 929,707 ", 0.36 ," 1,908.05 ",
34138,"Graham, TX"," 8,585 "," 3,825 "," 12,174,354 ", 4.70 , 806 , 0.00 ," 1,826.38 ",
34165,"Granbury, TX"," 29,706 "," 14,236 "," 56,633,516 ", 21.87 ," 4,745,502 ", 1.83 ," 1,358.53 ",
34219,"Grand Forks, ND--MN"," 68,160 "," 31,492 "," 68,592,818 ", 26.48 ," 239,589 ", 0.09 ," 2,573.65 ",
34246,"Grand Island, NE"," 55,099 "," 21,892 "," 76,667,722 ", 29.60 ," 692,822 ", 0.27 ," 1,861.35 ",
34273,"Grand Junction, CO"," 135,973 "," 58,584 "," 195,824,841 ", 75.61 ," 3,556,413 ", 1.37 ," 1,798.38 ",
34286,"Grand Lake, CO"," 1,801 "," 3,048 "," 13,928,267 ", 5.38 ," 149,149 ", 0.06 , 334.90 ,
34300,"Grand Rapids, MI"," 605,666 "," 245,031 "," 710,585,662 ", 274.36 ," 15,897,425 ", 6.14 ," 2,207.57 ",
34327,"Grand Rapids, MN"," 10,348 "," 4,826 "," 27,076,209 ", 10.45 ," 2,149,701 ", 0.83 , 989.84 ,
34381,"Grandview, WA"," 11,187 "," 3,353 "," 10,684,232 ", 4.13 ,0.00,0.00," 2,711.87 ",
34470,"Granite Falls, WA"," 6,349 "," 2,326 "," 8,021,347 ", 3.10 ," 226,391 ", 0.09 ," 2,050.01 ",
34489,"Grants, NM"," 9,972 "," 4,544 "," 15,916,285 ", 6.15 ,0.00,0.00," 1,622.70 ",
34516,"Grants Pass, OR"," 55,724 "," 24,348 "," 78,779,843 ", 30.42 ," 2,084,700 ", 0.80 ," 1,832.00 ",
34543,"Grantsville, UT"," 9,598 "," 2,958 "," 11,380,863 ", 4.39 ,0.00,0.00," 2,184.25 ",
34597,"Grass Valley, CA"," 36,720 "," 17,313 "," 76,798,301 ", 29.65 ," 53,117 ", 0.02 ," 1,238.37 ",
34651,"Grayson, KY"," 5,418 "," 2,397 "," 13,474,116 ", 5.20 ," 226,747 ", 0.09 ," 1,041.45 ",
34705,"Great Bend, KS"," 14,766 "," 7,127 "," 16,163,457 ", 6.24 ," 269,393 ", 0.10 ," 2,366.06 ",
34759,"Great Falls, MT"," 67,097 "," 30,776 "," 78,488,614 ", 30.30 ," 1,825,334 ", 0.70 ," 2,214.08 ",
34786,"Greeley, CO"," 137,222 "," 50,941 "," 96,603,258 ", 37.30 ," 369,187 ", 0.14 ," 3,679.00 ",
34813,"Green Bay, WI"," 224,156 "," 95,658 "," 294,373,919 ", 113.66 ," 7,376,524 ", 2.85 ," 1,972.19 ",
34840,"Greencastle, IN"," 10,190 "," 4,035 "," 12,323,751 ", 4.76 ," 132,764 ", 0.05 ," 2,141.55 ",
34876,"Greendale--Lawrenceburg--Hidden Valley, IN--OH"," 20,087 "," 8,512 "," 48,617,014 ", 18.77 ," 1,188,352 ", 0.46 ," 1,070.10 ",
34894,"Greeneville, TN"," 22,919 "," 10,199 "," 56,902,377 ", 21.97 ," 12,959 ", 0.01 ," 1,043.19 ",
34921,"Greenfield, CA"," 18,858 "," 4,170 "," 5,537,088 ", 2.14 ,0.00,0.00," 8,820.88 ",
34975,"Greenfield, MA"," 22,294 "," 11,083 "," 36,909,783 ", 14.25 ," 252,044 ", 0.10 ," 1,564.39 ",
35002,"Greenfield, OH"," 4,771 "," 2,242 "," 4,409,821 ", 1.70 ,0.00,0.00," 2,802.12 ",
35083,"Green River, WY"," 11,873 "," 5,057 "," 14,397,456 ", 5.56 ," 207,245 ", 0.08 ," 2,135.86 ",
35164,"Greensboro, NC"," 338,928 "," 148,331 "," 438,503,913 ", 169.31 ," 5,631,045 ", 2.17 ," 2,001.85 ",
35191,"Greensburg, IN"," 12,529 "," 5,556 "," 22,655,381 ", 8.75 ," 90,945 ", 0.04 ," 1,432.33 ",
35245,"Green Valley, AZ"," 37,315 "," 23,803 "," 52,226,785 ", 20.16 ," 39,434 ", 0.02 ," 1,850.49 ",
35272,"Greenville, AL"," 5,823 "," 2,890 "," 14,521,137 ", 5.61 ,0.00,0.00," 1,038.59 ",
35299,"Greenville, IL"," 6,765 "," 2,262 "," 7,734,384 ", 2.99 ,0.00,0.00," 2,265.37 ",
35309,"Greenville, KY"," 5,516 "," 2,578 "," 14,140,638 ", 5.46 ," 251,381 ", 0.10 ," 1,010.31 ",
35326,"Greenville, MI"," 10,265 "," 4,403 "," 17,204,683 ", 6.64 ," 314,787 ", 0.12 ," 1,545.29 ",
35353,"Greenville, MS"," 29,267 "," 13,687 "," 43,476,654 ", 16.79 ," 59,169 ", 0.02 ," 1,743.49 ",
35380,"Greenville, NC"," 120,150 "," 58,789 "," 171,917,996 ", 66.38 ," 909,392 ", 0.35 ," 1,810.09 ",
35407,"Greenville, OH"," 12,983 "," 6,653 "," 17,229,989 ", 6.65 ," 160,158 ", 0.06 ," 1,951.59 ",
35434,"Greenville, PA"," 10,553 "," 4,866 "," 20,543,559 ", 7.93 ," 29,203 ", 0.01 ," 1,330.45 ",
35461,"Greenville, SC"," 387,271 "," 171,025 "," 679,012,990 ", 262.17 ," 5,775,708 ", 2.23 ," 1,477.18 ",
35488,"Greenville, TX"," 27,054 "," 11,244 "," 44,813,281 ", 17.30 ," 62,711 ", 0.02 ," 1,563.59 ",
35542,"Greenwood, AR"," 9,077 "," 3,663 "," 17,124,390 ", 6.61 ," 370,594 ", 0.14 ," 1,372.86 ",
35569,"Greenwood, MS"," 19,475 "," 8,661 "," 27,653,571 ", 10.68 ," 71,918 ", 0.03 ," 1,824.00 ",
35596,"Greenwood, SC"," 41,998 "," 18,897 "," 91,994,818 ", 35.52 ," 668,785 ", 0.26 ," 1,182.40 ",
35623,"Grenada, MS"," 10,276 "," 5,021 "," 18,444,545 ", 7.12 ,0.00,0.00," 1,442.96 ",
35677,"Gridley, CA"," 8,653 "," 3,056 "," 10,308,731 ", 3.98 ,0.00,0.00," 2,174.00 ",
